ID,教科名,学年,科目,区分,単位数
J-2021-71,日本文化論,3,一般,選択,1
J-2021-72,日本語ⅠA,3,一般,必修（留学生）,1
J-2021-73,日本事情ⅠA,3,一般,必修（留学生）,1
J-2021-74,日本事情ⅠB,3,一般,必修（留学生）,1
J-2021-75,日本事情ⅡA,3,一般,必修（留学生）,1
J-2021-76,日本事情ⅡB,3,一般,必修（留学生）,1
J-2021-77,日本事情Ⅲ,3,一般,必修（留学生）,1
J-2021-78,日本語ⅠB,3,一般,必修（留学生）,1
J-2021-79,ドイツ語ⅠA,3,一般,必修,1
J-2021-80,ドイツ語ⅠB,3,一般,必修,1
J-2021-81,ネットワーク演習,3,専門,必修,1
J-2021-82,ﾃﾞｰﾀ構造とｱﾙｺﾞﾘｽﾞﾑⅠ,3,専門,必修,1
J-2021-83,ﾃﾞｰﾀ構造とｱﾙｺﾞﾘｽﾞﾑⅡ,3,専門,必修,1
J-2021-84,ﾌﾟﾛｸﾞﾗﾐﾝｸﾞ演習ⅡA,3,専門,必修,1
J-2021-85,ﾌﾟﾛｸﾞﾗﾐﾝｸﾞ演習ⅡB,3,専門,必修,1
J-2021-86,情報数学Ⅰ,3,専門,必修,1
J-2021-87,情報数学Ⅱ,3,専門,必修,1
J-2021-88,ネットワーク入門Ⅰ,3,専門,必修,1
J-2021-89,ネットワーク入門Ⅱ,3,専門,必修,1
J-2021-90,ｺﾝﾋﾟｭｰﾀｱｰｷﾃｸﾁｬⅠ,3,専門,必修,1
J-2021-91,ｺﾝﾋﾟｭｰﾀｱｰｷﾃｸﾁｬⅡ,3,専門,必修,1
J-2021-92,実験・実習ⅢA,3,専門,必修,1
J-2021-93,実験・実習ⅢB,3,専門,必修,1
J-2021-94,プロジェクト実習,3,専門,必修選択,1
J-2021-95,国語表現,4,一般,必修,1
J-2021-96,体育Ⅱ,4,一般,必修,1
J-2021-97,英語演習ⅠＡ,4,一般,必修選択,1
J-2021-98,英会話ⅠＡ,4,一般,必修選択,1
J-2021-99,英語演習ⅠＢ,4,一般,必修選択,1
J-2021-100,英会話ⅠＢ,4,一般,必修選択,1
J-2021-101,哲学A,4,一般,必修選択,2
J-2021-102,経済学A,4,一般,必修選択,2
J-2021-103,社会学A,4,一般,必修選択,2
J-2021-104,哲学B,4,一般,必修選択,2
J-2021-105,経済学B,4,一般,必修選択,2
J-2021-106,社会学B,4,一般,必修選択,2
J-2021-107,中国語ⅠA,4,一般,選択,1
J-2021-108,中国語ⅠB,4,一般,選択,1
J-2021-109,日本文化論,4,一般,選択,1
J-2021-110,日本語ⅡＡ,4,一般,必修,1
J-2021-111,日本語ⅡＢ,4,一般,必修,1
J-2021-112,英語演習ⅠＡ,4,一般,必修選択,1
J-2021-113,英語演習ⅠＢ,4,一般,必修選択,1
J-2021-114,ドイツ語ⅡA,4,一般,選択,1
J-2021-115,ドイツ語ⅡB,4,一般,選択,1
J-2021-116,コンピュータアーキテクチャⅢ,4,専門,必修,1
J-2021-117,インターフェース回路,4,専門,必修,1
J-2021-118,プログラミング言語Ⅰ,4,専門,必修,2
J-2021-119,プログラミング言語Ⅱ,4,専門,必修,2
J-2021-120,言語処理系Ⅰ,4,専門,必修,2
J-2021-121,言語処理系Ⅱ,4,専門,必修,2
J-2021-122,オペレーティングシステムⅠ,4,専門,必修,2
J-2021-123,オペレーティングシステムⅡ,4,専門,必修,2
J-2021-124,計算機インターフェースⅠ,4,専門,必修,2
J-2021-125,計算機インターフェースⅡ,4,専門,必修,2
J-2021-126,情報セキュリティⅠ,4,専門,必修,2
J-2021-127,情報セキュリティⅡ,4,専門,必修,2
J-2021-128,プレゼンテーション技法,4,専門,必修,1
J-2021-129,プログラミング演習ⅢA,4,専門,必修,1
J-2021-130,プログラミング演習ⅢB,4,専門,必修,1
J-2021-131,実験・実習Ⅳ,4,専門,必修,1
J-2021-132,工業英語,4,専門,必修,1
J-2021-133,課題研究,4,専門,必修,2
J-2021-134,応用数学A,4,専門,必修選択,2
J-2021-135,応用数学B,4,専門,必修選択,2
J-2021-136,統計学,4,専門,必修選択,2
J-2021-137,学外実習,4,専門,選択,2
J-2021-138,体育Ⅲ,5,一般,必修,1
J-2021-139,日本語ⅢA,5,一般,必修(留学生）,1
J-2021-140,日本語ⅢB,5,一般,必修(留学生）,1
J-2021-141,英語演習Ⅱ,5,一般,必修選択,1
J-2021-142,英会話Ⅱ,5,一般,必修選択,1
J-2021-143,国文学,5,一般,選択,1
J-2021-144,心理学,5,一般,選択,1
J-2021-145,法学,5,一般,選択,1
J-2021-146,ドイツ語ⅢA,5,一般,選択,1
J-2021-147,中国語ⅡA,5,一般,選択,1
J-2021-148,ドイツ語ⅢB,5,一般,選択,1
J-2021-149,中国語ⅡB,5,一般,選択,1
J-2021-150,日本文化論,5,一般,選択,1
J-2021-151,数値計算,5,専門,必修,2
J-2021-152,ソフトウェア設計Ⅰ,5,専門,必修,2
J-2021-153,ソフトウェア設計Ⅱ,5,専門,必修,2
J-2021-154,情報理論Ⅰ,5,専門,必修,1
J-2021-155,情報理論Ⅱ,5,専門,必修,1
J-2021-156,ネットワークシステムⅠ,5,専門,必修,2
J-2021-157,ネットワークシステムⅡ,5,専門,必修,2
J-2021-158,卒業研究,5,専門,必修,8
J-2021-159,画像情報システム,5,専門,選択,1
J-2021-160,知能システム,5,専門,選択,1
J-2021-161,制御情報システム,5,専門,選択,1
J-2021-162,分散情報システム,5,専門,選択,1
J-2021-163,信号処理工学,5,専門,選択,1
J-2021-164,認知科学,5,専門,選択,1
J-2021-165,データマイニング,5,専門,選択,1
J-2021-166,バイオインフォマティクス,5,専門,選択,1
J-2021-167,メディアデザイン,5,専門,選択,1
J-2021-168,計測システム,5,専門,選択,1
