ID,教科名,学年,科目,区分,単位数
C-2021-83,土質力学Ⅰ,3,専門,必修,1
C-2021-84,土質力学Ⅱ,3,専門,必修,1
C-2021-85,コンクリート構造学Ⅰ,3,専門,必修,1
C-2021-86,コンクリート構造学Ⅱ,3,専門,必修,2
C-2021-87,環境概論,3,専門,必修,1
C-2021-88,上下水道工学Ⅰ,3,専門,必修,2
C-2021-89,水環境工学,3,専門,必修,1
C-2021-90,測量実習C,3,専門,必修,1
C-2021-91,プロジェクト実習,3,専門,必修選択,1
C-2021-92,水資源工学,3,専門,選択,2
C-2021-93,国語表現,4,一般,必修,1
C-2021-94,体育Ⅱ,4,一般,必修,1
C-2021-95,英語演習ⅠＡ,4,一般,必修選択,1
C-2021-96,英会話ⅠＡ,4,一般,必修選択,1
C-2021-97,英語演習ⅠＢ,4,一般,必修選択,1
C-2021-98,英会話ⅠＢ,4,一般,必修選択,1
C-2021-99,哲学A,4,一般,必修選択,2
C-2021-100,経済学A,4,一般,必修選択,2
C-2021-101,社会学A,4,一般,必修選択,2
C-2021-102,哲学B,4,一般,必修選択,2
C-2021-103,経済学B,4,一般,必修選択,2
C-2021-104,社会学B,4,一般,必修選択,2
C-2021-105,中国語ⅠA,4,一般,選択,1
C-2021-106,中国語ⅠB,4,一般,選択,1
C-2021-107,日本文化論,4,一般,選択,1
C-2021-108,日本語ⅡＡ,4,一般,必修,1
C-2021-109,日本語ⅡＢ,4,一般,必修,1
C-2021-110,英語演習ⅠＡ,4,一般,必修選択,1
C-2021-111,英語演習ⅠＢ,4,一般,必修選択,1
C-2021-112,ドイツ語ⅡA,4,一般,選択,1
C-2021-113,ドイツ語ⅡB,4,一般,選択,1
C-2021-114,応用物理,4,専門,必修,1
C-2021-115,構造力学Ⅲ,4,専門,必修,2
C-2021-116,構造力学Ⅳ,4,専門,必修,2
C-2021-117,水理学Ⅲ,4,専門,必修,2
C-2021-118,水理学Ⅳ,4,専門,必修,2
C-2021-119,土質力学Ⅲ,4,専門,必修,2
C-2021-120,土質力学Ⅳ,4,専門,必修,2
C-2021-121,コンクリート構造設計学,4,専門,必修,2
C-2021-122,上下水道工学Ⅱ,4,専門,必修,2
C-2021-123,水域システム工学,4,専門,必修,2
C-2021-124,コンクリート構造設計製図,4,専門,必修,2
C-2021-125,土木総合学習Ⅱ,4,専門,必修,1
C-2021-126,防災工学,4,専門,必修,2
C-2021-127,水理実験,4,専門,必修,2
C-2021-128,土質実験,4,専門,必修,2
C-2021-129,応用物理実験,4,専門,必修,1
C-2021-130,課題研究,4,専門,必修,1
C-2021-131,応用数学A,4,専門,必修選択,2
C-2021-132,応用数学B,4,専門,必修選択,2
C-2021-133,応用数学C,4,専門,必修選択,2
C-2021-134,学外実習,4,専門,選択,2
C-2021-135,体育Ⅲ,5,一般,必修,1
C-2021-136,日本語ⅢA,5,一般,必修(留学生）,1
C-2021-137,日本語ⅢB,5,一般,必修(留学生）,1
C-2021-138,英語演習Ⅱ,5,一般,必修選択,1
C-2021-139,英会話Ⅱ,5,一般,必修選択,1
C-2021-140,国文学,5,一般,選択,1
C-2021-141,心理学,5,一般,選択,1
C-2021-142,法学,5,一般,選択,1
C-2021-143,ドイツ語ⅢA,5,一般,選択,1
C-2021-144,中国語ⅡA,5,一般,選択,1
C-2021-145,ドイツ語ⅢB,5,一般,選択,1
C-2021-146,中国語ⅡB,5,一般,選択,1
C-2021-147,日本文化論,5,一般,選択,1
C-2021-148,統計学,5,専門,必修,2
C-2021-149,環境統計学,5,専門,必修,2
C-2021-150,土木英語演習,5,専門,必修,1
C-2021-151,卒業研究Ⅰ,5,専門,必修,2
C-2021-152,卒業研究Ⅱ,5,専門,必修,6
C-2021-153,環境工学実験,5,専門,必修選択,2
C-2021-154,構造工学実験,5,専門,必修選択,2
C-2021-155,土木総合学習Ⅲ,5,専門,選択,1
C-2021-156,生態環境工学,5,専門,選択,1
C-2021-157,計算工学,5,専門,選択,1
C-2021-158,建設プロジェクト実践,5,専門,選択,1
C-2021-159,橋構造,5,専門,選択,1
C-2021-160,耐震構造,5,専門,選択,1
C-2021-161,プレストレストコンクリート工学,5,専門,選択,1
C-2021-162,環境管理手法,5,専門,選択,2
C-2021-163,空間情報工学,5,専門,選択,2
