ID,教科名,学年,科目,区分,単位数
E-2025-94,国語表現,4,一般,必修,1
E-2025-95,体育II,4,一般,必修,1
E-2025-96,英語演習IA,4,一般,必修選択,1
E-2025-97,英会話IA,4,一般,必修選択,1
E-2025-98,英語演習IB,4,一般,必修選択,1
E-2025-99,英会話IB,4,一般,必修選択,1
E-2025-100,哲学A,4,一般,必修選択,2
E-2025-101,経済学A,4,一般,必修選択,2
E-2025-102,社会学A,4,一般,必修選択,2
E-2025-103,哲学B,4,一般,必修選択,2
E-2025-104,経済学B,4,一般,必修選択,2
E-2025-105,社会学B,4,一般,必修選択,2
E-2025-106,ドイツ語IIA,4,一般,選択,1
E-2025-107,中国語IA,4,一般,選択,1
E-2025-108,ドイツ語IIB,4,一般,選択,1
E-2025-109,中国語IB,4,一般,選択,1
E-2025-110,日本語IIA,4,一般,必修,1
E-2025-111,日本語IIB,4,一般,必修,1
E-2025-112,学外実習,4,専門,選択,2
E-2025-113,応用物理実験,4,専門,必修,1
E-2025-114,電気磁気学IIIA,4,専門,必修,2
E-2025-115,電気磁気学IIIB,4,専門,必修,2
E-2025-116,電気回路IIIA,4,専門,必修,2
E-2025-117,電気回路IIIB,4,専門,必修,2
E-2025-118,電子回路I,4,専門,必修,2
E-2025-119,電子回路II,4,専門,必修,2
E-2025-120,電気機器I,4,専門,必修,2
E-2025-121,電気機器II,4,専門,必修,2
E-2025-122,制御工学,4,専門,必修,2
E-2025-123,実験実習IIIA,4,専門,必修,2
E-2025-124,実験実習IIIB,4,専門,必修,2
E-2025-125,課題研究,4,専門,必修,2
E-2025-126,応用数学A,4,専門,必修選択,2
E-2025-127,応用数学C,4,専門,必修選択,2
E-2025-128,工業英語,4,専門,選択,2
E-2025-129,情報伝送工学,4,専門,選択,2
E-2025-130,日本文化論,5,一般,選択,1
E-2025-131,体育III,5,一般,必修,1
E-2025-132,英語演習II,5,一般,必修選択,1
E-2025-133,英会話II,5,一般,必修選択,1
E-2025-134,国文学,5,一般,選択,1
E-2025-135,心理学,5,一般,選択,1
E-2025-136,法学,5,一般,選択,1
E-2025-137,ドイツ語IIIA,5,一般,選択,1
E-2025-138,中国語IIA,5,一般,選択,1
E-2025-139,ドイツ語IIIB,5,一般,選択,1
E-2025-140,中国語IIB,5,一般,選択,1
E-2025-141,日本語IIIA,5,一般,必修(留学生）,1
E-2025-142,日本語IIIB,5,一般,必修(留学生）,1
E-2025-143,電子計測,5,専門,必修,2
E-2025-144,電力工学I,5,専門,必修,2
E-2025-145,卒業研究,5,専門,必修,8
E-2025-146,統計学,5,専門,選択,2
E-2025-147,応用数学B,5,専門,選択,2
E-2025-148,応用物理,5,専門,選択,1
E-2025-149,電気電子材料,5,専門,選択,1
E-2025-150,高電圧大電流工学,5,専門,選択,1
E-2025-151,パワーエレクトロニクス,5,専門,選択,1
E-2025-152,情報ネットワーク,5,専門,選択,1
E-2025-153,ロボット制御,5,専門,選択,1
E-2025-154,情報通信,5,専門,選択,2
E-2025-155,半導体工学,5,専門,選択,2
E-2025-156,電力工学II,5,専門,選択,2
E-2025-157,電気電子製図II,5,専門,選択,1
E-2025-158,電気法規,5,専門,選択,1
