ID,教科名,学年,科目,区分,単位数
M-2021-80,プロジェクト実習,3,専門,必修選択,1
M-2021-81,機構学Ⅱ,3,専門,必修,2
M-2021-82,材料力学Ⅰ,3,専門,必修,1
M-2021-83,材料学Ⅰ,3,専門,必修,1
M-2021-84,材料学Ⅱ,3,専門,必修,2
M-2021-85,機械工作法Ⅰ,3,専門,必修,2
M-2021-86,設計製図Ⅱ,3,専門,必修,1
M-2021-87,設計製図Ⅲ,3,専門,必修,1
M-2021-88,計測工学Ⅰ,3,専門,必修,1
M-2021-89,計測工学Ⅱ,3,専門,必修,2
M-2021-90,工学実験ⅢA,3,専門,必修,1
M-2021-91,工学実験ⅢB,3,専門,必修,1
M-2021-92,製作実習Ⅱ,3,専門,必修,2
M-2021-93,国語表現,4,一般,必修,1
M-2021-94,体育Ⅱ,4,一般,必修,1
M-2021-95,英語演習ⅠＡ,4,一般,必修選択,1
M-2021-96,英会話ⅠＡ,4,一般,必修選択,1
M-2021-97,英語演習ⅠＢ,4,一般,必修選択,1
M-2021-98,英会話ⅠＢ,4,一般,必修選択,1
M-2021-99,哲学A,4,一般,必修選択,2
M-2021-100,経済学A,4,一般,必修選択,2
M-2021-101,社会学A,4,一般,必修選択,2
M-2021-102,哲学B,4,一般,必修選択,2
M-2021-103,経済学B,4,一般,必修選択,2
M-2021-104,社会学B,4,一般,必修選択,2
M-2021-105,中国語ⅠA,4,一般,選択,1
M-2021-106,中国語ⅠB,4,一般,選択,1
M-2021-107,日本文化論,4,一般,選択,1
M-2021-108,日本語ⅡＡ,4,一般,必修,1
M-2021-109,日本語ⅡＢ,4,一般,必修,1
M-2021-110,英語演習ⅠＡ,4,一般,必修選択,1
M-2021-111,英語演習ⅠＢ,4,一般,必修選択,1
M-2021-112,ドイツ語ⅡA,4,一般,選択,1
M-2021-113,ドイツ語ⅡB,4,一般,選択,1
M-2021-114,応用数学A,4,専門,必修,2
M-2021-115,応用物理実験,4,専門,必修,1
M-2021-116,応用数学B,4,専門,必修選択,2
M-2021-117,応用数学C,4,専門,必修選択,2
M-2021-118,課題研究,4,専門,必修,1
M-2021-119,機械力学Ⅰ,4,専門,必修,2
M-2021-120,材料力学Ⅱ,4,専門,必修,2
M-2021-121,材料力学Ⅲ,4,専門,必修,2
M-2021-122,材料学Ⅲ,4,専門,必修,2
M-2021-123,熱力学Ⅰ,4,専門,必修,2
M-2021-124,熱力学Ⅱ,4,専門,必修,2
M-2021-125,流体力学Ⅰ,4,専門,必修,1
M-2021-126,流体力学Ⅱ,4,専門,必修,2
M-2021-127,機械工作法Ⅱ,4,専門,必修,2
M-2021-128,設計製図Ⅳ,4,専門,必修,1
M-2021-129,工学実験ⅣA,4,専門,必修,1
M-2021-130,工学実験ⅣB,4,専門,必修,1
M-2021-131,製作実習Ⅲ,4,専門,必修,1
M-2021-132,製作実習Ⅳ,4,専門,必修,1
M-2021-133,電気工学演習,4,専門,必修,1
M-2021-134,設計法Ⅰ,4,専門,必修,1
M-2021-135,マイコン制御,4,専門,必修,1
M-2021-136,学外実習,4,専門,選択,2
M-2021-137,体育Ⅲ,5,一般,必修,1
M-2021-138,日本語ⅢA,5,一般,必修(留学生）,1
M-2021-139,日本語ⅢB,5,一般,必修(留学生）,1
M-2021-140,英語演習Ⅱ,5,一般,必修選択,1
M-2021-141,英会話Ⅱ,5,一般,必修選択,1
M-2021-142,国文学,5,一般,選択,1
M-2021-143,心理学,5,一般,選択,1
M-2021-144,法学,5,一般,選択,1
M-2021-145,ドイツ語ⅢA,5,一般,選択,1
M-2021-146,中国語ⅡA,5,一般,選択,1
M-2021-147,ドイツ語ⅢB,5,一般,選択,1
M-2021-148,中国語ⅡB,5,一般,選択,1
M-2021-149,日本文化論,5,一般,選択,1
M-2021-150,機械力学Ⅱ,5,専門,必修,2
M-2021-151,伝熱工学,5,専門,必修,1
M-2021-152,流体力学Ⅲ,5,専門,必修,2
M-2021-153,設計法Ⅱ,5,専門,必修,1
M-2021-154,論理回路,5,専門,必修,1
M-2021-155,制御工学Ⅰ,5,専門,必修,2
M-2021-156,制御工学Ⅱ,5,専門,必修,2
M-2021-157,工学演習Ⅰ,5,専門,必修,1
M-2021-158,工学演習Ⅱ,5,専門,必修,1
M-2021-159,工学演習Ⅲ,5,専門,必修,1
M-2021-160,卒業研究,5,専門,必修,8
M-2021-161,統計学,5,専門,選択,2
M-2021-162,応用物理,5,専門,選択,1
M-2021-163,工業英語演習,5,専門,選択,1
M-2021-164,論文作成技法,5,専門,選択,1
M-2021-165,工学演習Ⅳ,5,専門,選択,1
